image,femoral_head_center_x,femoral_head_center_y,tibia_plateau_center_x,tibia_plateau_center_y,talus_center_x,talus_center_y
1944140000.jpg,2007.5015869140625,1414.60888671875,2075.35791015625,4250.67822265625,1970.9637451171875,6483.88623046875
1944140000.jpg,677.3538818359375,1395.4510498046875,666.9210205078125,4238.03955078125,833.8458251953125,6456.51708984375
